Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,MLG40,9,MLG40,3,51,11,1,11,1013.7374465763569,19.877204834830525
168,168,168,168,168,168,168,168,168,168,168,MLG45,7,MLG45,5,70,18,1,16,1021.9817404747009,14.599739149638586
9,9,9,9,9,9,9,9,9,9,9,1-3523,9,1-3523,3,543,92,1,109,1119.1256069839,2.0610048010753226
8,8,8,8,8,8,8,8,8,8,8,1-10468,7,1-10468,5,549,56,1,156,1094.821969628334,1.9942112379386776
147,147,147,147,147,147,147,147,147,147,147,1-2423,17,1-2423,12,79,34,0,0,34.0,0.43037974683544306
112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,43.22603437304497,0.39296394884586333
195,195,195,195,195,195,195,195,195,195,195,1-9379,21,1-9379,9,58,22,0,0,22.0,0.3793103448275862
203,203,203,203,203,203,203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,11,20.737446576356888,0.37704448320648887
211,211,211,211,211,211,211,211,211,211,211,1-8042,4,1-8042,19,52,13,0,23,18.723751932382584,0.3600721525458189
165,165,165,165,165,165,165,165,165,165,165,MLG59,7,MLG59,5,71,18,0,23,23.723751932382584,0.33413735116031806
22,22,22,22,22,22,22,22,22,22,22,MLG50,11,MLG50,15,319,82,0,85,103.15299627184868,0.32336362467664165
242,242,242,242,242,242,242,242,242,242,242,1-3206,13,1-3206,13,45,12,0,10,14.48858779668808,0.32196861770417956
34,34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,57,0,73,75.16669091582298,0.3030914956283185
308,308,308,308,308,308,308,308,308,308,308,1-4700,20,1-4700,8,31,7,0,9,9.239729017019272,0.2980557747425572
189,189,189,189,189,189,189,189,189,189,189,MLG10,3,MLG10,20,60,12,0,23,17.723751932382584,0.2953958655397097
61,61,61,61,61,61,61,61,61,61,61,1-6927,4,1-6927,19,179,52,0,2,52.497717559337616,0.2932833383203219
166,166,166,166,166,166,166,166,166,166,166,MLG58,15,MLG58,12,71,18,0,11,20.737446576356888,0.29207671234305477
81,81,81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,25,0,63,40.6781031191349,0.2884971852420915
123,123,123,123,123,123,123,123,123,123,123,1-11350,10,1-11350,2,100,23,0,23,28.723751932382584,0.28723751932382585
412,412,412,412,412,412,412,412,412,412,412,1-0055,10,1-0055,16,18,2,0,12,4.986305356025696,0.27701696422364974
26,26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,78,0,22,83.47489315271378,0.27190518942252045
239,239,239,239,239,239,239,239,239,239,239,1-5002,5,1-5002,7,45,7,0,21,12.226034373044968,0.2716896527343326
67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,100,41.8858779668808,0.2684992177364154
332,332,332,332,332,332,332,332,332,332,332,P-16616,17,P-16616,17,28,7,0,2,7.497717559337616,0.26777562711920055
233,233,233,233,233,233,233,233,233,233,233,1-3587,13,1-3587,13,46,11,0,5,12.24429389834404,0.26618030213791394
109,109,109,109,109,109,109,109,109,109,109,1-7441,12,1-7441,14,111,10,0,78,29.410984814167023,0.2649638271546579
32,32,32,32,32,32,32,32,32,32,32,1-7874,4,1-7874,19,258,61,0,29,68.21690461039543,0.26440660701703655
423,423,423,423,423,423,423,423,423,423,423,MLG46,12,MLG46,14,17,3,0,6,4.493152678012848,0.2643030987066381
80,80,80,80,80,80,80,80,80,80,80,1-0053,5,1-0053,7,142,31,0,26,37.47032827138901,0.2638755512069648
77,77,77,77,77,77,77,77,77,77,77,1-9674,6,1-9674,6,144,34,0,16,37.98174047470093,0.26376208662986755
267,267,267,267,267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,7,0,13,10.235164135694504,0.2624401060434488
299,299,299,299,299,299,299,299,299,299,299,MLG31,4,MLG31,19,33,8,0,2,8.497717559337616,0.2575065927072005
213,213,213,213,213,213,213,213,213,213,213,1-6227,4,1-6227,19,52,13,0,1,13.248858779668808,0.25478574576286167
85,85,85,85,85,85,85,85,85,85,85,1-1131,15,1-1131,12,138,20,0,59,34.68266800045967,0.2513236811627512
212,212,212,212,212,212,212,212,212,212,212,MLG32,4,MLG32,19,52,12,0,4,12.995435118675232,0.24991221382067755
441,441,441,441,441,441,441,441,441,441,441,1-9997,5,1-9997,7,16,3,0,4,3.995435118675232,0.249714694917202
345,345,345,345,345,345,345,345,345,345,345,1-3584,5,1-3584,17,26,3,0,14,6.484022915363312,0.24938549674474275
57,57,57,57,57,57,57,57,57,57,57,MLG75,21,MLG75,9,185,46,0,0,46.0,0.24864864864864866
210,210,210,210,210,210,210,210,210,210,210,1-1191,22,1-1191,10,53,13,0,0,13.0,0.24528301886792453
71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,64,36.92696189880371,0.24454941654836895
169,169,169,169,169,169,169,169,169,169,169,1-7268,14,1-7268,11,70,5,0,48,16.945221424102783,0.2420745917728969
243,243,243,243,243,243,243,243,243,243,243,1-19166,13,1-19166,13,45,10,0,3,10.746576339006424,0.23881280753347608
383,383,383,383,383,383,383,383,383,383,383,1-3521,14,1-3521,11,22,0,0,21,5.226034373044968,0.23754701695658945
394,394,394,394,394,394,394,394,394,394,394,1-9697,11,1-9697,20,20,3,0,7,4.742011457681656,0.2371005728840828
277,277,277,277,277,277,277,277,277,277,277,1-10060,3,1-10060,20,36,4,0,18,8.479458034038544,0.2355405009455151
84,84,84,84,84,84,84,84,84,84,84,1-2382,8,1-2382,4,139,25,0,31,32.71462216973305,0.23535699402685645
45,45,45,45,45,45,45,45,45,45,45,1-3596,8,1-3596,4,223,42,0,42,52.452068746089935,0.23521107061026877
96,96,96,96,96,96,96,96,96,96,96,MLG09,3,MLG09,20,125,1,0,114,29.36990088224411,0.23495920705795287
78,78,78,78,78,78,78,78,78,78,78,1-1570,12,1-1570,14,142,26,0,29,33.21690461039543,0.23392186345348895
445,445,445,445,445,445,445,445,445,445,445,1-5654,8,1-5654,19,15,3,0,2,3.497717559337616,0.23318117062250773
91,91,91,91,91,91,91,91,91,91,91,1-9270,12,1-9270,14,128,21,0,35,29.71005728840828,0.23210982256568968
256,256,256,256,256,256,256,256,256,256,256,1-0296,9,1-0296,3,41,5,0,18,9.479458034038544,0.2312062935131352
122,122,122,122,122,122,122,122,122,122,122,1-9404,6,1-9404,6,100,19,0,16,22.981740474700928,0.2298174047470093
184,184,184,184,184,184,184,184,184,184,184,1-2701,4,1-2701,19,61,13,0,4,13.995435118675232,0.22943336260123331
145,145,145,145,145,145,145,145,145,145,145,1-9491,3,1-9491,20,80,9,0,37,18.207774847745895,0.22759718559682368
66,66,66,66,66,66,66,66,66,66,66,MLG48,6,MLG48,6,159,13,0,93,36.14386650919914,0.22731991515219588
385,385,385,385,385,385,385,385,385,385,385,1-18615,3,1-18615,20,22,2,0,12,4.986305356025696,0.22665024345571344
404,404,404,404,404,404,404,404,404,404,404,1-20578,7,1-20578,5,19,4,0,1,4.248858779668808,0.2236241462983583
403,403,403,403,403,403,403,403,403,403,403,72-12171,17,72-12171,17,19,4,0,1,4.248858779668808,0.2236241462983583
154,154,154,154,154,154,154,154,154,154,154,1-9417,6,1-9417,6,76,15,0,8,16.990870237350464,0.22356408207040085
331,331,331,331,331,331,331,331,331,331,331,1-5981,10,1-5981,2,28,3,0,13,6.235164135694504,0.22268443341766084
337,337,337,337,337,337,337,337,337,337,337,1-6532,21,1-6532,9,27,6,0,0,6.0,0.2222222222222222
20,20,20,20,20,20,20,20,20,20,20,1-8067,6,1-8067,6,322,50,0,85,71.15299627184868,0.2209720381113313
356,356,356,356,356,356,356,356,356,356,356,1-18613,4,1-18613,19,25,4,0,6,5.493152678012848,0.2197261071205139
350,350,350,350,350,350,350,350,350,350,350,1-9609,18,1-9609,12,25,4,0,6,5.493152678012848,0.2197261071205139
105,105,105,105,105,105,105,105,105,105,105,1-7042,10,1-7042,2,117,10,0,63,25.678103119134903,0.21947096683021283
64,64,64,64,64,64,64,64,64,64,64,MLG29,5,MLG29,7,164,23,0,52,35.940656542778015,0.2191503447730367
163,163,163,163,163,163,163,163,163,163,163,1-6692,15,1-6692,12,71,12,0,14,15.484022915363312,0.21808482979384947
505,505,505,505,505,505,505,505,505,505,505,1-9855,3,1-9855,20,8,0,0,7,1.7420114576816559,0.21775143221020699
247,247,247,247,247,247,247,247,247,247,247,1-6734,12,1-6734,14,44,7,0,10,9.48858779668808,0.2156497226520018
329,329,329,329,329,329,329,329,329,329,329,1-5980,8,1-5980,4,29,5,0,5,6.24429389834404,0.21532047925324277
43,43,43,43,43,43,43,43,43,43,43,MLG14,10,MLG14,2,232,37,0,52,49.940656542778015,0.21526145061542248
512,512,512,512,512,512,512,512,512,512,512,1-5799,12,1-5799,14,7,1,0,2,1.497717559337616,0.21395965133394515
11,11,11,11,11,11,11,11,11,11,11,MLG56,13,MLG56,13,511,91,0,71,108.66897335648537,0.2126594390537874
0,0,0,0,0,0,0,0,0,0,0,1-6098,5,1-6098,7,1327,195,0,348,281.6028553247452,0.2122101396569293
146,146,146,146,146,146,146,146,146,146,146,MLG78,11,MLG78,15,80,11,0,24,16.97261071205139,0.2121576339006424
297,297,297,297,297,297,297,297,297,297,297,1-9630,21,1-9630,14,33,7,0,0,7.0,0.21212121212121213
7,7,7,7,7,7,7,7,7,7,7,MLG69,13,MLG69,13,576,87,0,139,121.59137037396431,0.2110961291214658
150,150,150,150,150,150,150,150,150,150,150,1-3083,9,1-3083,3,78,7,0,38,16.456633627414703,0.2109824824027526
348,348,348,348,348,348,348,348,348,348,348,1-3087,3,1-3087,20,26,2,0,14,5.484022915363312,0.2109239582832043
241,241,241,241,241,241,241,241,241,241,241,1-6216,1,1-6216,1,45,0,0,38,9.456633627414703,0.21014741394254896
27,27,27,27,27,27,27,27,27,27,27,1-1608,14,1-1608,11,307,49,0,62,64.4292443394661,0.20986724540542703
307,307,307,307,307,307,307,307,307,307,307,1-9739,3,1-9739,20,31,0,0,26,6.470328271389008,0.20872026681900024
317,317,317,317,317,317,317,317,317,317,317,1-9504,4,1-9504,19,30,6,0,1,6.248858779668808,0.20829529265562693
473,473,473,473,473,473,473,473,473,473,473,1-5161,3,1-5161,20,12,1,0,6,2.493152678012848,0.20776272316773733
280,280,280,280,280,280,280,280,280,280,280,1-8314,11,1-8314,15,36,3,0,18,7.479458034038544,0.20776272316773733
54,54,54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,33,0,30,40.46576339006424,0.20751673533366277
125,125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,17,0,13,20.235164135694504,0.20648126669076025
70,70,70,70,70,70,70,70,70,70,70,1-1224,16,1-1224,16,151,10,0,85,31.15299627184868,0.20631123358840184
38,38,38,38,38,38,38,38,38,38,38,1-4649,13,1-4649,13,244,36,0,57,50.184950441122055,0.20567602639804122
216,216,216,216,216,216,216,216,216,216,216,1-8397,8,1-8397,4,51,8,0,10,10.48858779668808,0.2056585842487859
72,72,72,72,72,72,72,72,72,72,72,1-9497,5,1-9497,7,150,23,0,31,30.714622169733047,0.2047641477982203
176,176,176,176,176,176,176,176,176,176,176,1-6561,12,1-6561,14,65,10,0,13,13.235164135694504,0.20361790977991545
144,144,144,144,144,144,144,144,144,144,144,1-7058,17,1-7058,17,80,16,0,1,16.248858779668808,0.2031107347458601
206,206,206,206,206,206,206,206,206,206,206,1-8544,20,1-8544,8,54,1,0,40,10.95435118675232,0.20285835531022814
12,12,12,12,12,12,12,12,12,12,12,1-7024,21,1-7024,9,498,101,0,0,101.0,0.20281124497991967
340,340,340,340,340,340,340,340,340,340,340,1-3519,12,1-3519,14,27,0,0,22,5.474893152713776,0.20277382047088058
106,106,106,106,106,106,106,106,106,106,106,1-9963,12,1-9963,14,116,15,0,34,23.46119850873947,0.20225171128223682
235,235,235,235,235,235,235,235,235,235,235,1-1989,4,1-1989,19,46,8,0,5,9.24429389834404,0.20096291083356607
278,278,278,278,278,278,278,278,278,278,278,1-7845,3,1-7845,20,36,1,0,25,7.2214694917202,0.20059637477000555
531,531,531,531,531,531,531,531,531,531,531,1-4051,12,1-4051,14,5,1,0,0,1.0,0.2
315,315,315,315,315,315,315,315,315,315,315,1-9614,10,1-9614,2,30,5,0,4,5.995435118675232,0.1998478372891744
4,4,4,4,4,4,4,4,4,4,4,MLG68,17,MLG68,17,642,105,0,90,127.39729017019272,0.19843814668254317
115,115,115,115,115,115,115,115,115,115,115,1-8421,12,1-8421,14,109,19,0,10,21.48858779668808,0.19714300730906495
214,214,214,214,214,214,214,214,214,214,214,1-8450,15,1-8450,12,52,9,0,5,10.24429389834404,0.19700565189123154
126,126,126,126,126,126,126,126,126,126,126,1-6693,5,1-6693,7,98,15,0,17,19.230599254369736,0.1962306046364259
454,454,454,454,454,454,454,454,454,454,454,1-5913,8,1-5913,4,14,2,0,3,2.746576339006424,0.19618402421474457
221,221,221,221,221,221,221,221,221,221,221,1-4355,9,1-4355,3,49,7,0,10,9.48858779668808,0.19364464891200162
41,41,41,41,41,41,41,41,41,41,41,1-9283,14,1-9283,11,235,19,0,106,45.379030644893646,0.19310225806337722
36,36,36,36,36,36,36,36,36,36,36,MLG64,4,MLG64,19,245,41,0,25,47.2214694917202,0.1927406918029396
199,199,199,199,199,199,199,199,199,199,199,1-20167,5,1-20167,4,56,7,0,15,10.73288169503212,0.19165860169700213
30,30,30,30,30,30,30,30,30,30,30,1-10785,12,1-10785,14,279,28,0,99,52.63701918721199,0.18866315120864513
143,143,143,143,143,143,143,143,143,143,143,1-9286,14,1-9286,11,81,9,0,25,15.2214694917202,0.1879193764409901
429,429,429,429,429,429,429,429,429,429,429,1-9452,4,1-9452,19,16,3,0,0,3.0,0.1875
435,435,435,435,435,435,435,435,435,435,435,1-4494,15,1-4494,12,16,2,0,4,2.995435118675232,0.187214694917202
439,439,439,439,439,439,439,439,439,439,439,1-4682,16,1-4682,16,16,2,0,4,2.995435118675232,0.187214694917202
545,545,545,545,545,545,545,545,545,545,545,1-4926,18,1-4926,19,4,0,0,3,0.746576339006424,0.186644084751606
164,164,164,164,164,164,164,164,164,164,164,72-0103,1,72-0103,1,71,0,0,53,13.189515322446823,0.185767821442913
174,174,174,174,174,174,174,174,174,174,174,MLG41,4,MLG41,19,66,11,0,5,12.24429389834404,0.18551960452036423
286,286,286,286,286,286,286,286,286,286,286,1-1770,11,1-1770,11,35,3,0,14,6.484022915363312,0.1852577975818089
137,137,137,137,137,137,137,137,137,137,137,1-6611,20,1-6611,8,89,7,0,38,16.456633627414703,0.18490599581364836
371,371,371,371,371,371,371,371,371,371,371,1-6035,12,1-6035,14,23,3,0,5,4.24429389834404,0.1845345173193061
93,93,93,93,93,93,93,93,93,93,93,MLG52,15,MLG52,12,125,13,0,39,22.70549240708351,0.18164393925666808
151,151,151,151,151,151,151,151,151,151,151,MLG38,8,MLG38,4,77,11,0,12,13.986305356025696,0.181640329299035
5,5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,69,0,180,113.79458034038544,0.18091348225816445
414,414,414,414,414,414,414,414,414,414,414,MLG06,11,MLG06,15,18,2,0,5,3.24429389834404,0.18023854990800223
358,358,358,358,358,358,358,358,358,358,358,1-8627,14,1-8627,11,25,2,0,10,4.48858779668808,0.17954351186752318
389,389,389,389,389,389,389,389,389,389,389,1-7842,3,1-7842,20,21,1,0,11,3.737446576356888,0.17797364649318514
161,161,161,161,161,161,161,161,161,161,161,1-8285,14,1-8285,11,72,10,0,11,12.737446576356888,0.176908980227179
56,56,56,56,56,56,56,56,56,56,56,1-8427,14,1-8427,11,189,8,0,102,33.383595526218414,0.17663278056200218
292,292,292,292,292,292,292,292,292,292,292,1-9740,8,1-9740,4,34,4,0,8,5.990870237350464,0.1762020658044254
205,205,205,205,205,205,205,205,205,205,205,1-8398,8,1-8398,4,54,8,0,6,9.493152678012848,0.1757991236669046
343,343,343,343,343,343,343,343,343,343,343,MLG67,3,MLG67,20,27,3,0,7,4.742011457681656,0.17563005398820947
46,46,46,46,46,46,46,46,46,46,46,1-2282,8,1-2282,4,219,29,0,38,38.4566336274147,0.17560106679184795
135,135,135,135,135,135,135,135,135,135,135,MLG07,1,MLG07,1,90,0,0,63,15.678103119134903,0.1742011457681656
300,300,300,300,300,300,300,300,300,300,300,1-18709,5,1-18709,3,33,4,0,7,5.742011457681656,0.17400034720247443
283,283,283,283,283,283,283,283,283,283,283,1-6909,8,1-6909,4,36,5,0,5,6.24429389834404,0.17345260828733444
325,325,325,325,325,325,325,325,325,325,325,1-9338,6,1-9338,15,29,3,0,8,4.990870237350464,0.17209897370174013
326,326,326,326,326,326,326,326,326,326,326,1-0027,5,1-0027,7,29,3,0,8,4.990870237350464,0.17209897370174013
14,14,14,14,14,14,14,14,14,14,14,1-1317,6,1-1317,6,414,54,0,68,70.92239701747894,0.17131013772337908
62,62,62,62,62,62,62,62,62,62,62,1-6878,18,1-6878,18,167,7,0,86,28.401855051517487,0.17007098833244003
82,82,82,82,82,82,82,82,82,82,82,1-8188,3,1-8188,20,140,10,0,54,23.43837410211563,0.1674169578722545
15,15,15,15,15,15,15,15,15,15,15,1-1580,10,1-1580,2,400,49,0,71,66.66897335648537,0.1666724333912134
524,524,524,524,524,524,524,524,524,524,524,1-7525,11,1-7525,15,6,1,0,0,1.0,0.16666666666666666
387,387,387,387,387,387,387,387,387,387,387,1-9436,8,1-9436,4,21,2,0,6,3.493152678012848,0.1663406037148975
29,29,29,29,29,29,29,29,29,29,29,1-3534,20,1-3534,8,279,23,0,94,46.39272528886795,0.16628216949415037
10,10,10,10,10,10,10,10,10,10,10,MLG62,8,MLG62,4,525,61,0,104,86.88131308555603,0.1654882154010591
19,19,19,19,19,19,19,19,19,19,19,1-7863,12,1-7863,14,351,15,0,173,58.05256888270378,0.16539193413875722
148,148,148,148,148,148,148,148,148,148,148,1-0278,11,1-0278,15,79,11,0,8,12.990870237350464,0.16444139540949954
89,89,89,89,89,89,89,89,89,89,89,1-9831,7,1-9831,5,132,7,0,59,21.68266800045967,0.16426263636711871
268,268,268,268,268,268,268,268,268,268,268,1-8493,11,1-8493,15,38,3,0,13,6.235164135694504,0.16408326672880272
127,127,127,127,127,127,127,127,127,127,127,1-5891,17,1-5891,17,96,13,0,11,15.737446576356888,0.16393173517038426
368,368,368,368,368,368,368,368,368,368,368,1-6858,7,1-6858,5,23,3,0,3,3.746576339006424,0.16289462343506192
376,376,376,376,376,376,376,376,376,376,376,1-18487,11,1-18487,15,23,2,0,7,3.742011457681656,0.16269615033398505
263,263,263,263,263,263,263,263,263,263,263,1-6061,15,1-6061,12,40,6,0,2,6.497717559337616,0.1624429389834404
260,260,260,260,260,260,260,260,260,260,260,1-4760,17,1-4760,17,40,6,0,2,6.497717559337616,0.1624429389834404
133,133,133,133,133,133,133,133,133,133,133,MLG53,11,MLG53,15,91,13,0,7,14.742011457681656,0.16200012590858962
449,449,449,449,449,449,449,449,449,449,449,MLG43,8,MLG43,4,14,2,0,1,2.248858779668808,0.16063276997634343
450,450,450,450,450,450,450,450,450,450,450,1-11206,10,1-11206,14,14,2,0,1,2.248858779668808,0.16063276997634343
94,94,94,94,94,94,94,94,94,94,94,1-1005,5,1-1005,7,125,15,0,20,19.97717559337616,0.15981740474700928
228,228,228,228,228,228,228,228,228,228,228,MLG60,10,MLG60,2,47,2,0,22,7.474893152713776,0.15904027984497396
220,220,220,220,220,220,220,220,220,220,220,MLG35,4,MLG35,19,49,6,0,7,7.742011457681656,0.15800023383023787
314,314,314,314,314,314,314,314,314,314,314,1-4088,1,1-4088,1,30,0,0,19,4.728316813707352,0.1576105604569117
428,428,428,428,428,428,428,428,428,428,428,1-9606,5,1-9606,7,16,1,0,6,2.493152678012848,0.155822042375803
157,157,157,157,157,157,157,157,157,157,157,1-17733,6,1-17733,6,74,9,0,10,11.48858779668808,0.1552511864417308
324,324,324,324,324,324,324,324,324,324,324,1-5515,14,1-5515,11,29,3,0,6,4.493152678012848,0.15493629924182234
132,132,132,132,132,132,132,132,132,132,132,MLG55,3,MLG55,20,92,7,0,29,14.216904610395432,0.15453157185212427
264,264,264,264,264,264,264,264,264,264,264,1-8928,13,1-8928,13,39,6,0,0,6.0,0.15384615384615385
49,49,49,49,49,49,49,49,49,49,49,1-6974,3,1-6974,20,207,7,0,98,31.388160407543182,0.15163362515721343
48,48,48,48,48,48,48,48,48,48,48,MLG30,18,MLG30,18,208,18,0,54,31.43837410211563,0.15114602933709437
270,270,270,270,270,270,270,270,270,270,270,1-9651,3,1-9651,20,38,1,0,19,5.728316813707352,0.1507451793080882
47,47,47,47,47,47,47,47,47,47,47,1-0303,3,1-0303,20,212,13,0,76,31.913267254829407,0.1505342795039123
250,250,250,250,250,250,250,250,250,250,250,1-18234,3,1-18234,20,43,0,0,26,6.470328271389008,0.1504727504974188
493,493,493,493,493,493,493,493,493,493,493,1-0033,20,1-0033,8,10,1,0,2,1.497717559337616,0.1497717559337616
489,489,489,489,489,489,489,489,489,489,489,1-7521,17,1-7521,17,10,1,0,2,1.497717559337616,0.1497717559337616
354,354,354,354,354,354,354,354,354,354,354,1-7530,20,1-7530,13,25,2,0,7,3.742011457681656,0.14968045830726623
352,352,352,352,352,352,352,352,352,352,352,1-2297,11,1-2297,15,25,2,0,7,3.742011457681656,0.14968045830726623
117,117,117,117,117,117,117,117,117,117,117,1-7019,21,1-7019,9,107,16,0,0,16.0,0.14953271028037382
529,529,529,529,529,529,529,529,529,529,529,1-5424,1,1-5424,1,5,0,0,3,0.746576339006424,0.1493152678012848
124,124,124,124,124,124,124,124,124,124,124,1-0292,18,1-0292,18,99,3,0,47,14.696362644433975,0.1484481075195351
191,191,191,191,191,191,191,191,191,191,191,MLG44,4,MLG44,19,59,5,0,15,8.73288169503212,0.14801494398359524
